star_name,hip_name,hd_name,gj_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr,st_teff,st_tefferr,st_mass,st_masserr,st_logg,st_loggerr,st_age,st_ageerr,st_metfe,st_metfeerr,st_metratio
HIP 52369,HIP 52369,HD 92719,,1,0,0,0,0,10h42m13.18s,160.554917,-13d47m14.3s,-13.787295,23.83,0.24,-0.24,6.78,0.02,0.62,0.01,G2/3V,0.99,0.05,5775,,1,,4.49,,,,,,
HIP 52462,HIP 52462,HD 92945,GJ 3615,1,0,0,0,0,10h43m28.42s,160.868398,-29d03m51.0s,-29.064166,21.4,0.22,-0.21,7.72,0.01,0.88,0.01,K1V,0.39,0.05,5183,,0.84,,4.6,,5.9,,0.13,,[Fe/H]
HIP 52470,HIP 52470,HD 92786,,1,0,0,0,0,10h43m34.11s,160.892142,+48d12m49.3s,48.213684,26.63,0.54,-0.52,8.02,0,0.75,0.01,G5,0.44,0.05,5389,,0.81,,4.64,,,,,,
HD 93083,HIP 52521,HD 93083,GJ 1137,1,0,0,1,1,10h44m20.98s,161.087416,-33d34m36.0s,-33.576655,27.86,0.57,-0.55,8.3,0,0.95,0,K3V,0.4,0.06,5050,,0.79,,,,,,,,
HIP 52596,HIP 52596,,,1,0,0,0,0,10h45m16.71s,161.31964,-30d48m24.9s,-30.806925,14,0.43,-0.41,11.22,0.01,1.53,0.01,,0.02,0.12,3598,,0.38,,,,,,,,
HIP 52600 A,HIP 52600 A,,GJ 400 A,1,0,0,0,0,10h45m21.51s,161.339643,+38d30m41.1s,38.511403,13.92,0.28,-0.27,9.28,0.06,1.44,0.06,M2,0.1,0.13,3868,,0.55,,,,,,,,
HIP 52621,HIP 52621,,GJ 401 A,1,0,0,0,0,10h45m40.25s,161.417698,-19d06m46.4s,-19.1129,20.02,1.05,-0.95,11.03,0.01,1.43,0.02,M,0.04,0.12,3837,,0.44,,,,,,,,
HIP 52708,HIP 52708,HD 93380,GJ 3620,1,0,0,0,0,10h46m36.99s,161.654135,-24d35m06.8s,-24.585216,21.51,0.44,-0.42,9.37,0.01,1.17,0.01,K5V,0.13,0.09,4402,,0.6,,,,,,,,
HIP 52727 A,HIP 52727 A,HD 93497,,0,1,0,0,0,10h46m46.18s,161.692413,-49d25m12.9s,-49.420254,35.49,0.61,-0.63,2.69,,0.9,,G5 IIIA,,,,,,,,,,,,,
HIP 53008,HIP 53008,HD 93811,GJ 3627 A,1,0,0,0,0,10h50m40.50s,162.66873,+51d47m58.7s,51.799651,25.92,1.65,-1.47,8.32,0.02,0.94,0.02,G5,0.36,0.18,4942,,0.77,,,,,,,,
HIP 53020,HIP 53020,,GJ 402,1,0,0,0,0,10h50m52.54s,162.718905,+06d48m36.4s,6.810117,6.8,0.07,-0.07,11.64,0,1.68,0,M4.0V,0.01,0.09,3191,,0.3,,,,,,,,
HIP 53150,HIP 53150,,,1,0,0,0,0,10h52m26.27s,163.109467,-22d41m14.6s,-22.687393,28.64,3.18,-2.6,11.97,0.01,1.47,0.01,,0.04,0.25,3709,,0.44,,,,,,,,
HIP 53229,HIP 53229,HD 94264,,1,1,0,0,0,10h53m18.64s,163.327666,+34d12m56.0s,34.215566,29.09,0.29,-0.29,3.79,0.02,1.04,0.01,K0III-IV,30.73,0.06,4833,,2.41,,,,,,,,
HIP 53253,HIP 53253,HD 94510,GJ 404.1,1,1,0,0,0,10h53m29.57s,163.373193,-58d51m11.8s,-58.853265,29.13,,,3.78,0,0.95,0.01,K1III,28.48,0.05,5014,,2.36,,,,,,,,
HIP 53327,HIP 53327,,GJ 404.1,1,0,0,0,0,10h54m27.56s,163.614822,+76d03m55.5s,76.065406,22.69,0.46,-0.44,9.47,0.04,1.1,0.01,K8V:,0.13,0.1,4436,,0.59,,,,,,,,
HIP 53486,HIP 53486,HD 94765,GJ 3633,1,0,0,0,0,10h56m30.95s,164.12896,+07d23m19.2s,7.388662,17.3,0.35,-0.34,7.32,0.01,0.93,0.01,K0,0.37,0.05,5091,,0.85,,4.6,,6.7,,0.15,,[Fe/H]
HIP 53541,HIP 53541,HD 94818,,1,0,0,0,0,10h57m11.16s,164.296512,+28d56m18.4s,28.938437,27.59,0.85,-0.8,8.94,0.04,1.04,0.04,K0,0.26,0.12,4709,,0.71,,,,,,,,
HIP 53580,HIP 53580,,GJ 406.1,1,0,0,0,0,10h57m39.15s,164.413104,+69d35m47.3s,69.596474,22.82,0.95,-0.88,10.28,0,1.35,0.01,M0,0.09,0.09,3962,,0.54,,,,,,,,
HIP 53637,HIP 53637,,GJ 9342,1,0,0,0,0,10h58m23.68s,164.598649,+48d17m18.0s,48.288333,27.65,1.46,-1.32,10.52,0,1.37,0.01,M0,0.1,0.12,4039,,0.55,,,,,,,,
47 UMa,HIP 53721,HD 95128,GJ 407,1,1,1,1,3,10h59m28.22s,164.867566,+40d25m48.4s,40.430123,14.06,,,5.03,0.02,0.61,0.02,G0V,1.71,0.1,5882,,1.06,,4.31,,6.48,,0.04,,[Fe/H]
HIP 53767,HIP 53767,,GJ 408,1,0,0,0,0,11h00m04.53s,165.018863,+22d50m01.1s,22.833643,6.7,0.07,-0.07,10.02,0.01,1.56,0.01,M2.5V,0.02,0.09,3457,,0.37,,,,,,,,
HIP 53910,HIP 53910,HD 95418,GJ 9343,1,1,0,0,0,11h01m50.39s,165.459961,+56d22m56.4s,56.382345,24.45,,,2.35,0,0.03,0,A1V,74.99,0.05,9342,,3.03,,3.7,,,,,,
HIP 53985,HIP 53985,HD 95650,GJ 410,1,0,0,0,0,11h02m38.25s,165.659384,+21d58m02.2s,21.967264,11.77,0.12,-0.12,9.57,0.01,1.48,0.01,K,0.06,0.1,3779,,0.48,,,,,,,,
HIP 54002,HIP 54002,HD 95743,,1,0,0,0,0,11h02m50.24s,165.709325,-09d19m48.8s,-9.33021,29.16,0.9,-0.85,9.03,0.01,0.97,0.01,K3V,0.25,0.08,4838,,0.7,,,,,,,,
GJ 411,HIP 54035,HD 95735,GJ 411,1,0,0,0,1,11h03m20.61s,165.835884,+35d58m53.3s,35.981464,2.54,,,7.49,0.01,1.5,0.01,M2.0V,0.02,0.1,3611,,0.39,,,,,,,,
HIP 54105,HIP 54105,,GJ 3640,1,0,0,1,0,11h04m16.04s,166.066853,+40d00m17.5s,40.004868,28.92,1.85,-1.64,10.74,0.02,1.4,0.03,K7,0.09,0.16,3993,,0.54,,,,,,,,
HIP 54155 A,HIP 54155 A,HD 96064,,1,0,0,0,0,11h04m41.58s,166.173239,-04d13m15.0s,-4.220837,26.27,0.81,-0.77,7.64,0.01,0.77,0.02,G8V,0.59,0.08,5360,,0.87,,4.55,,,,,,
HIP 54182,HIP 54182,HD 96097,,1,1,0,0,0,11h05m01.23s,166.255125,+07d20m10.0s,7.336123,28.99,0.29,-0.29,4.62,0.02,0.33,0.01,F2III-IVvar,9.89,0.04,7010,,1.8,,,,,,,,
HIP 54211,HIP 54211,,GJ 412 A,1,0,0,0,0,11h05m32.13s,166.383858,+43d31m28.1s,43.524484,4.86,,,8.82,0,1.49,0,M1.0V,0.02,0.09,3688,,0.38,,,,,,,,
HIP 54227,HIP 54227,,GJ 3643,1,0,0,0,0,11h05m42.77s,166.428223,+10d14m15.6s,10.237654,19.65,1.94,-1.62,12.37,0.01,1.6,0.01,K:,0.02,0.23,3441,,0.37,,,,,,,,
HIP 54288 A,HIP 54288 A,,,1,0,0,0,0,11h06m22.84s,166.59516,-35d44m53.9s,-35.748304,27.57,1.76,-1.56,9.74,0.07,1.21,0.07,K5,0.19,0.21,4109,,0.65,,,,,,,,
HIP 54373,HIP 54373,,,1,0,0,0,2,11h07m27.85s,166.866031,-19d17m29.0s,-19.291377,18.69,0.58,-0.54,10.38,0,1.43,0.01,K5,0.07,0.07,3848,,0.5,,,,,,,,
HD 96700,HIP 54400,HD 96700,GJ 412.2,1,0,0,0,0,11h07m54.77s,166.978199,-30d10m27.3s,-30.174247,25.65,0.26,-0.25,6.5,0.02,0.61,0.01,G1/2V,1.48,0.05,5865,,0.99,,4.31,,8.12,,-0.18,,[Fe/H]
HIP 54418,HIP 54418,,GJ 412.3,1,0,0,0,0,11h08m06.65s,167.027712,-28d16m05.0s,-28.268055,28.2,2.45,-2.09,9.32,0.01,1.24,0.01,K7V,0.27,0.19,4211,,0.71,,,,,,,,
HIP 54426,HIP 54426,HD 96612,,1,0,0,0,0,11h08m14.17s,167.059056,+38d25m35.5s,38.426533,22.58,0.46,-0.44,8.35,0,0.94,0,K0,0.27,0.05,4878,,0.72,,,,,,,,
HIP 54459,HIP 54459,HD 96692,GJ 413,1,0,0,0,0,11h08m31.67s,167.131952,+15d46m06.7s,15.76853,26.64,1.11,-1.02,9.75,0,1.1,0,K0,0.14,0.1,4399,,0.61,,,,,,,,
HIP 54513,HIP 54513,,,1,0,0,0,0,11h09m12.44s,167.301813,-04d36m24.2s,-4.606711,28.52,2.15,-1.87,11.22,0.02,1.45,0.02,,0.08,0.19,3774,,0.52,,,,,,,,
HIP 54532,HIP 54532,,GJ 413.1,1,0,0,0,0,11h09m31.86s,167.382735,-24d35m51.2s,-24.597558,10.75,0.22,-0.21,10.45,0.01,1.53,0.01,M:,0.03,0.1,3543,,0.41,,,,,,,,
HIP 54541,HIP 54541,HD 96937,GJ 3644,1,0,0,0,0,11h09m40.38s,167.418259,+02d27m22.2s,2.456153,30,0.61,-0.59,7.69,0.02,0.78,0,G5,0.74,0.07,5415,,0.92,,,,,,,,
HIP 54646,HIP 54646,HD 97101 A,GJ 414 A,1,0,0,0,0,11h11m04.77s,167.769882,+30d26m47.4s,30.446496,11.87,0.12,-0.12,8.35,0.03,1.26,0.02,K8V,0.13,0.07,4085,,0.59,,,,,,,,
HIP 54651,HIP 54651,HD 97214,GJ 415,1,0,0,0,0,11h11m11.26s,167.79692,-10d57m08.4s,-10.952328,20.25,0.41,-0.4,9.23,0.01,1.08,0.01,K3/4V,0.13,0.05,4421,,0.59,,,,,,,,
HIP 54658 A,HIP 54658 A,,GJ 414.1 A,1,0,0,0,0,11h11m19.98s,167.833266,+43d25m06.3s,43.418416,16.9,0.7,-0.65,11.6,0.37,1.63,0.08,M4,0.05,0.47,,,0.47,,,,,,,,
HIP 54677,HIP 54677,HD 97233,GJ 416,1,0,0,0,0,11h11m32.70s,167.886252,-14d59m23.8s,-14.989935,21.57,0.67,-0.63,9.04,0.01,1.22,0.01,K4V,0.2,0.08,4212,,0.66,,,,,,,,
HIP 54704,HIP 54704,HD 97343,GJ 3648,1,0,0,0,0,11h12m01.01s,168.004226,-26d08m11.4s,-26.136511,22.14,0.22,-0.22,7.05,0,0.76,0.01,G8/K0V,0.72,0.04,5399,,0.86,,4.47,,12.52,,-0.04,,[Fe/H]
HIP 54745,HIP 54745,HD 97334,GJ 417 A,1,0,0,0,0,11h12m32.53s,168.13554,+35d48m52.0s,35.814448,21.93,0.22,-0.22,6.41,0.02,0.6,0,G0V,1.17,0.05,5898,,1.08,,4.48,,3.2,,0.09,,[Fe/H]
HIP 54803,HIP 54803,,GJ 3650,1,0,0,0,0,11h13m10.31s,168.292973,+00d14m21.5s,0.239313,25.37,1.34,-1.21,10.3,0.01,1.45,0.01,M0:,0.12,0.13,3898,,0.58,,,,,,,,
HIP 54810,HIP 54810,HD 97503,GJ 418,1,0,0,0,0,11h13m13.42s,168.305913,+04d28m56.7s,4.482424,18.28,0.37,-0.36,8.64,0.01,1.2,0.01,K5V,0.17,0.06,4459,,0.63,,,,,,,,
HIP 54872,HIP 54872,HD 97603,GJ 419,1,1,0,0,0,11h14m06.41s,168.526717,+20d31m26.5s,20.524034,17.91,,,2.56,0.01,0.13,0.01,A4V,25.78,0.05,8037,,2.3,,3.72,,,,,,
HD 97658,HIP 54906,HD 97658,GJ 3651,1,0,0,0,1,11h14m33.23s,168.638462,+25d42m37.0s,25.710267,21.11,0.43,-0.41,7.71,0.01,0.86,0.01,K1V,0.36,0.05,5148,,0.8,,4.6,,0.64,,-0.26,,[Fe/H]
HIP 54922 A,HIP 54922 A,HD 97782,GJ 1143 A,1,0,0,0,0,11h14m48.36s,168.701494,-23d06m14.5s,-23.104032,23.05,0.71,-0.67,9.02,0,1.11,0,K4V,0.22,0.07,4353,,0.68,,,,,,,,
HIP 54952 A,HIP 54952 A,HD 97584,GJ 420 A,1,0,0,0,0,11h15m12.73s,168.803042,+73d28m29.8s,73.474933,14.65,0.15,-0.15,7.68,0,1.04,0.01,K5,0.23,0.03,4703,,0.69,,,,,,,,
HIP 54963,HIP 54963,,GJ 421 A,1,0,0,0,0,11h15m19.40s,168.830817,-18d08m38.6s,-18.144056,15.99,14.76,-5.19,10.02,0.01,1.34,0.01,K7V,0.05,1.41,4085,,0.46,,,,,,,,
HIP 54966,HIP 54966,,GJ 421 B,1,0,0,0,0,11h15m20.69s,168.836222,-18d08m36.0s,-18.143321,14.26,10.33,-4.22,9.97,0,1.34,0,K7V,0.04,1.19,4090,,0.44,,,,,,,,
HIP 55013,HIP 55013,HD 97998,,1,0,0,0,0,11h15m49.15s,168.954793,-39d19m26.3s,-39.323964,27.5,0.56,-0.54,7.36,0,0.63,0.01,G5V,0.78,0.05,5749,,1.16,,4.62,,8.7,,-0.41,,[Fe/H]
HIP 55031,HIP 55031,,,1,0,0,0,0,11h15m56.46s,168.985255,-48d41m26.5s,-48.690693,27.5,31.01,-9.53,12.3,,0.4,0.1,Fp,0.01,,6692,,0.28,,,,,,,,
HIP 55042,HIP 55042,HD 304043,GJ 422,1,0,0,0,0,11h16m02.89s,169.012032,-57d33m01.9s,-57.550535,12.67,0.39,-0.37,11.52,0.01,1.33,0.01,M,0.02,0.12,3419,,0.36,,,,,,,,
HIP 55052,HIP 55052,,,1,0,0,0,0,11h16m07.00s,169.02915,-30d10m42.2s,-30.178386,23.21,1.22,-1.11,10.38,0.15,1.29,0.15,K7Vk,0.09,0.3,3961,,0.54,,,,,,,,
HIP 55066,HIP 55066,,GJ 1144,1,0,0,0,0,11h16m22.25s,169.092714,-14d41m35.1s,-14.693083,17.91,0.55,-0.52,9.98,0.01,1.42,0.01,K7V,0.07,0.08,3990,,0.51,,,,,,,,
HIP 55119,HIP 55119,,GJ 1145,1,0,0,0,0,11h17m07.37s,169.280716,-27d48m48.0s,-27.813347,17.69,0.36,-0.35,9.76,0.01,1.41,0.01,M0V,0.09,0.07,3952,,0.54,,,,,,,,
HIP 55210,HIP 55210,HD 98281,GJ 423.1,1,0,0,0,0,11h18m21.55s,169.589775,-05d04m01.0s,-5.066936,21.57,0.22,-0.21,7.23,0.01,0.76,0.01,G8V,0.55,0.05,5419,,0.88,,4.56,,2.76,,-0.2,,[Fe/H]
HIP 55360,HIP 55360,,GJ 424,1,0,0,0,0,11h20m09.03s,170.037622,+65d50m45.7s,65.846039,8.92,0.09,-0.09,9.31,0.01,1.41,0.02,M1Vvar,0.04,0.04,3839,,0.44,,,,,,,,
HIP 55454 A,HIP 55454 A,HD 98712,GJ 425 A,1,0,0,0,0,11h21m26.55s,170.360639,-20d27m12.6s,-20.453503,13.16,0.27,-0.26,8.57,0.01,1.35,0.01,K4/5V,0.13,0.11,4014,,0.6,,,,,,,,
HIP 55507,HIP 55507,,GJ 3656,1,0,0,0,0,11h22m05.92s,170.524664,+46d54m31.4s,46.908719,25.42,1.06,-0.98,9.8,0.01,1.34,0.02,M0,0.14,0.11,4211,,0.6,,,,,,,,
HIP 55625,HIP 55625,,GJ 2085,1,0,0,0,0,11h23m45.17s,170.938193,+08d33m46.9s,8.563016,21.36,1.12,-1.02,11.18,0,1.48,0,M1V:,0.05,0.15,3704,,0.46,,,,,,,,
HIP 55642 A,HIP 55642 A,HD 99028,GJ 426.1 A,1,1,0,0,0,11h23m55.37s,170.980703,+10d31m46.9s,10.529698,23.67,0.48,-0.46,4,0.01,0.42,0.02,F2IVSB,12.08,0.11,6600,,1.89,,3.7,,,,,,
HIP 55691 A,HIP 55691 A,HD 99279,GJ 428 A,1,0,0,0,0,11h24m40.94s,171.170602,-61d38m51.9s,-61.647756,13.71,0.42,-0.4,7.54,0.02,1.23,0.02,K5/M0V,0.3,0.1,4352,,0.73,,,,,,,,
HIP 55705,HIP 55705,HD 99211,,1,1,0,0,0,11h24m52.98s,171.220763,-17d41m02.5s,-17.684017,25.24,0.25,-0.25,4.07,0.02,0.22,0.01,A9V,12.3,0.1,7805,,1.9,,3.86,,,,,,
HIP 55718,HIP 55718,,GJ 3662,1,0,0,0,0,11h24m59.87s,171.249442,+40d00m12.8s,40.003565,23.04,0.71,-0.67,10.3,0.12,1.36,0.02,M0,0.09,0.22,3962,,0.54,,,,,,,,
HIP 55779,HIP 55779,HD 99453,GJ 3663,1,0,0,0,0,11h25m43.56s,171.431517,-63d58m20.3s,-63.972316,27.22,0.27,-0.27,5.17,0.02,0.5,0.01,F7V,5.46,0.1,6361,,1.55,,4.14,,,,,,
HIP 55846,HIP 55846,HD 99491,GJ 429 A,1,0,0,0,0,11h26m45.75s,171.690607,+03d00m45.6s,3.01266,17.75,0.18,-0.18,6.49,0.01,0.78,0.02,G6/8III/IV,0.76,0.06,5502,,1,,4.53,,1.88,,0.34,,[Fe/H]
HD 99492,HIP 55848,HD 99492,GJ 429 B,1,1,0,1,1,11h26m46.70s,171.694598,+03d00m21.1s,3.005864,17.96,0.56,-0.52,7.53,0.01,1.02,0.01,K2/4,0.34,0.07,4955,,0.83,,4.61,,8.6,,0.36,,[Fe/H]
HIP 55915,HIP 55915,,GJ 3664,1,0,0,0,0,11h27m38.62s,171.910911,+03d58m35.8s,3.976616,28.87,1.84,-1.63,10.65,0.01,1.4,0.02,K7,0.11,0.14,3908,,0.57,,,,,,,,
HIP 55955,HIP 55955,,GJ 429.2,1,0,0,0,0,11h28m00.16s,172.000668,-09d10m49.1s,-9.180297,25.51,3.81,-2.93,12.4,0.01,1.4,0.02,M,0.02,0.33,3765,,0.37,,,,,,,,
HIP 55988,HIP 55988,,,1,0,0,0,0,11h28m27.91s,172.11628,+07d31m12.9s,7.520245,27.4,1.44,-1.3,10.21,0,1.19,0.01,M0:,0.11,0.11,4237,,0.57,,,,,,,,
HIP 56153,HIP 56153,HD 304391,GJ 429.4,1,0,0,0,0,11h30m35.61s,172.64839,-57d08m02.3s,-57.133962,22.86,0.47,-0.45,8.33,0.01,1.07,0.01,K4V,0.3,0.06,4767,,0.73,,,,,,,,
HIP 56157,HIP 56157,,,1,0,0,0,0,11h30m42.03s,172.675141,-08d05m45.2s,-8.0959,13.2,0.84,-0.75,12.01,0.01,1.55,0.01,,0.02,0.16,3339,,0.35,,,,,,,,
HIP 56199,HIP 56199,,GJ 430,1,0,0,0,0,11h31m13.01s,172.804192,+63d09m26.9s,63.157472,22.53,0.7,-0.66,9.98,0.09,1.32,0.01,M0,0.1,0.17,4103,,0.56,,,,,,,,
HIP 56238,HIP 56238,,GJ 430.1,1,0,0,0,0,11h31m43.76s,172.932344,+22d40m01.4s,22.667061,15.89,0.32,-0.31,10.27,0.01,1.48,0.01,,0.06,0.11,3721,,0.48,,,,,,,,
HIP 56242 A,HIP 56242 A,HD 100180,GJ 3669 A,1,0,0,0,0,11h31m45.14s,172.938094,+14d21m53.9s,14.364964,23.33,0.72,-0.68,6.27,0,0.57,0,G0V,1.49,0.06,5989,,1.07,,4.39,,3.8,,-0.01,,[Fe/H]
HIP 56244,HIP 56244,,GJ 431,1,0,0,0,0,11h31m47.07s,172.946118,-41d02m48.7s,-41.046854,10.36,0.21,-0.2,11.54,0.01,1.55,0.01,M,0.02,0.11,3264,,0.36,,,,,,,,
HIP 56280 A,HIP 56280 A,HD 100287,,1,0,0,0,0,11h32m16.42s,173.068406,-29d15m40.9s,-29.261374,26.3,1.1,-1.01,5.58,0.02,0.53,0.02,F3/5,3.43,0.12,6221,,1.37,,3.96,,,,,,
HIP 56284,HIP 56284,,,1,0,0,0,0,11h32m18.90s,173.078733,-16d58m05.3s,-16.968139,22.81,1.46,-1.29,11.45,0.01,1.51,0.01,,0.04,0.17,3725,,0.44,,,,,,,,
HIP 56290 A,HIP 56290 A,HD 100203,GJ 431.1 A,1,0,0,0,0,11h32m20.76s,173.086488,+61d04m57.9s,61.082752,27.99,0.57,-0.55,5.49,0.02,0.5,0.02,F6V,4.35,0.06,6076,,1.46,,,,,,,,
HIP 56445,HIP 56445,HD 100563,GJ 9367,1,0,0,0,0,11h34m22.06s,173.5919,+03d03m37.5s,3.060415,27.23,0.28,-0.27,5.75,0.02,0.47,0.02,F6V,3.16,0.11,6503,,1.34,,4.22,,,,,,
HIP 56452,HIP 56452,HD 100623,GJ 432 A,1,0,1,1,0,11h34m29.95s,173.624804,-32d50m00.0s,-32.833342,9.56,,,5.96,0.02,0.81,0.01,K0V,0.62,0.06,5189,,0.81,,4.6,,0.76,,-0.37,,[Fe/H]
HIP 56466,HIP 56466,,GJ 3671,1,0,0,0,0,11h34m38.35s,173.659773,-23d52m12.6s,-23.870158,17.74,0.74,-0.68,11.17,0.01,1.52,0.01,,0.03,0.13,3767,,0.41,,,,,,,,
HIP 56489,HIP 56489,,,1,0,0,0,0,11h34m50.59s,173.710803,-13d14m30.7s,-13.241854,25.97,1.66,-1.47,10.38,0.01,1.15,0.01,K7V,0.08,0.15,4309,,0.52,,,,,,,,
GJ 433,HIP 56528,,GJ 433,1,0,0,1,1,11h35m27.00s,173.862487,-32d32m16.4s,-32.5379,8.88,0.09,-0.09,9.81,0,1.49,0,M2V,0.03,0.1,3618,,0.42,,,,,,,,
HIP 56630,HIP 56630,,GJ 3674,1,0,0,0,0,11h36m40.56s,174.168991,+39d11m29.8s,39.19161,24.14,1.01,-0.93,9.98,0.08,1.29,0.02,M0,0.12,0.18,4089,,0.58,,,,,,,,
HIP 56662,HIP 56662,,GJ 433.1,1,0,0,0,0,11h37m05.20s,174.271682,+29d47m58.4s,29.799553,15.81,1.01,-0.89,12.49,0.01,-0.07,0.02,DA,0.02,0.14,11369,,0.35,,,,,,,,
HIP 56802,HIP 56802,HD 101198,GJ 3677 A,1,0,0,0,0,11h38m39.96s,174.666488,-13d12m08.1s,-13.20225,26.73,0.27,-0.26,5.48,0.02,0.49,0.02,F7V,3.94,0.11,6246,,1.42,,3.94,,,,,,
HIP 56809 A,HIP 56809 A,HD 101177,GJ 433.2 A,1,0,0,0,0,11h38m45.39s,174.689132,+45d06m30.2s,45.10838,23.25,0.47,-0.46,6.47,0.02,0.57,0.01,G0V,1.24,0.06,5883,,0.98,,4.35,,7.24,,-0.19,,[Fe/H]
HIP 56829,HIP 56829,HD 101206,GJ 3678,1,0,0,0,0,11h38m59.82s,174.749249,+42d19m39.9s,42.327746,19.92,0.41,-0.39,8.22,0.03,0.98,0.02,K5V,0.27,0.08,4637,,0.72,,,,,,,,
HIP 56936,HIP 56936,,GJ 9371,1,0,0,0,0,11h40m19.91s,175.082964,+67d16m00.0s,67.266667,23.37,1.49,-1.32,12.2,0,1.45,0.01,K4,0.02,0.15,3984,,0.35,,,,,,,,
HIP 56997,HIP 56997,HD 101501,GJ 434,1,1,1,1,0,11h41m03.03s,175.262605,+34d12m09.2s,34.20256,9.61,,,5.31,0.02,0.72,0.01,G8Vvar,0.65,0.06,5488,,0.85,,4.48,,5.1,,-0.03,,[Fe/H]
HIP 56998,HIP 56998,HD 101581,GJ 435,1,0,0,0,0,11h41m03.01s,175.262533,-44d24m20.8s,-44.405779,12.4,0.13,-0.12,7.76,0.01,1.07,0.01,K4/5V,0.16,0.1,4650,,0.67,,4.66,,,,,,
GJ 1148,HIP 57050,,GJ 1148,1,0,0,1,2,11h41m45.09s,175.43789,+42d45m07.9s,42.752191,11.1,0.34,-0.32,11.86,0.01,1.5,0.01,M5,0.02,0.12,3264,,0.35,,,,,,,,
GJ 436,HIP 57087,,GJ 436,1,0,0,1,1,11h42m10.51s,175.543787,+26d42m30.8s,26.708548,10.14,0.21,-0.2,10.67,0.02,1.49,0.02,M3,0.03,0.11,3431,,0.4,,,,,,,,
HIP 57146 B,HIP 57146 B,,,1,0,0,0,0,11h43m12.04s,175.800158,-39d25m58.1s,-39.432793,5.34,1.33,-0.89,9.67,0.08,0.69,0.08,G1,0,0.57,5609,,0.24,,,,,,,,
HD 101930,HIP 57172,HD 101930,GJ 3683,1,0,0,1,1,11h43m30.09s,175.875396,-58d00m27.8s,-58.007731,29.21,0.6,-0.57,8.21,0,0.91,0,K1V,0.46,0.06,5157,,0.82,,,,,,,,
HIP 57274,HIP 57274,,GJ 439,1,0,0,0,3,11h44m40.98s,176.170762,+30d57m36.8s,30.960219,25.92,0.8,-0.75,8.98,0.04,1.11,0.02,K8,0.23,0.1,4576,,0.69,,,,,,,,
HIP 57361,HIP 57361,,,1,0,0,0,0,11h45m34.34s,176.393082,-20d21m13.1s,-20.353626,19.26,1.23,-1.09,11.81,0.01,1.54,0.01,,0.03,0.18,3542,,0.4,,,,,,,,
HIP 57367,HIP 57367,,GJ 440,1,0,0,0,0,11h45m39.26s,176.413598,-64d50m26.4s,-64.840674,4.63,,,11.51,0.01,0.21,0.01,DQ6,0,0.05,7904,,0.14,,,,,,,,
HD 102195,HIP 57370,HD 102195,,1,0,0,1,1,11h45m42.40s,176.42668,+02d49m18.3s,2.821754,29.64,0.6,-0.58,8.06,0.03,0.83,0.03,K0V,0.52,0.09,5321,,0.85,,,,,,,,
HIP 57387,HIP 57387,,GJ 441,1,0,0,0,0,11h45m56.11s,176.483801,+72d05m43.9s,72.095541,27.02,0.84,-0.79,8.87,0.03,1.17,0,K8,0.31,0.1,4481,,0.74,,,,,,,,
HD 102365,HIP 57443,HD 102365,GJ 442 A,1,1,1,1,1,11h46m32.25s,176.634363,-40d30m04.8s,-40.501335,9.22,,,4.89,0,0.66,0,G3/5V,0.86,0.05,5630,,0.89,,4.45,,9.48,,-0.33,,[Fe/H]
HIP 57459,HIP 57459,,GJ 443,1,0,0,0,0,11h46m42.49s,176.677023,-14d00m44.9s,-14.012474,19.99,1.28,-1.13,11.7,0.01,1.49,0.01,M,0.04,0.18,3425,,0.45,,,,,,,,
HIP 57493,HIP 57493,,GJ 443,1,0,0,0,0,11h47m03.44s,176.76434,+50d58m19.4s,50.972067,24.52,0.76,-0.71,9.48,0.05,1.25,0.01,M0V:p,0.17,0.13,4297,,0.63,,,,,,,,
HIP 57494 A,HIP 57494 A,HD 102392,GJ 444 A,1,0,0,0,0,11h47m03.96s,176.766489,-11d49m26.0s,-11.8239,25.36,0.78,-0.74,9.03,0,1.13,0.01,K4V,0.24,0.07,4461,,0.69,,,,,,,,
HIP 57507,HIP 57507,HD 102438,GJ 446,1,0,0,0,0,11h47m15.99s,176.816614,-30d17m09.4s,-30.285957,17.47,0.18,-0.17,6.48,0,0.68,0,G5V,0.73,0.02,5558,,0.87,,4.47,,10.04,,-0.28,,[Fe/H]
HIP 57544,HIP 57544,,GJ 445,1,0,0,0,0,11h47m39.17s,176.913191,+78d41m24.0s,78.689993,5.34,0.05,-0.05,10.8,0.01,1.57,0.02,M3.5V,0.01,0.09,3332,,0.29,,,,,,,,
Ross 128,HIP 57548,,GJ 447,1,0,0,0,1,11h47m44.04s,176.933513,+00d48m27.1s,0.807526,3.35,,,11.1,0.01,1.74,0.01,M4.0V,0,0.09,3135,,0.25,,,,,,,,
HIP 57632,HIP 57632,HD 102647,GJ 448,1,1,1,0,0,11h49m03.88s,177.26616,+14d34m20.4s,14.572337,11,0.11,-0.11,2.14,0,0.09,0,A3Vvar,14.58,0.02,8378,,1.99,,4.22,,,,,,
