star_name,hip_name,hd_name,gj_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr,st_teff,st_tefferr,st_mass,st_masserr,st_logg,st_loggerr,st_age,st_ageerr,st_metfe,st_metfeerr,st_metratio
HIP 33226,HIP 33226,HD 265866,GJ 251,1,0,0,0,0,06h54m49.47s,103.706105,+33d16m08.9s,33.269146,5.61,0.06,-0.06,9.89,0.03,1.58,0.04,M3.0V,0.02,0.1,3423,,0.35,,,,,,,,
HIP 33277,HIP 33277,HD 50692,GJ 252,1,0,0,0,0,06h55m18.69s,103.827878,+25d22m32.3s,25.375636,17.24,0.17,-0.17,5.75,0.02,0.57,0.01,G0V,1.32,0.11,5891,,0.99,,4.36,,6.76,,-0.18,,[Fe/H]
HIP 33302,HIP 33302,HD 51199 A,,1,0,0,0,0,06h55m37.40s,103.905829,-20d08m11.7s,-20.136593,29.59,0.3,-0.29,4.66,0.01,0.37,0.01,F2IV/V,10,0.1,6790,,1.8,,3.65,,,,,,
HIP 33322,HIP 33322,,,1,0,0,0,0,06h55m52.03s,103.966804,+55d38m19.0s,55.638618,26.56,1.4,-1.26,10.23,0.01,1.35,0.01,K4,0.11,0.11,4164,,0.56,,,,,,,,
HIP 33373,HIP 33373,,GJ 3415 A,1,0,0,0,0,06h56m28.03s,104.116794,+40d04m31.4s,40.07539,24.6,0.76,-0.72,9.11,0.03,1.12,0.03,K5V,0.19,0.11,4524,,0.66,,,,,,,,
HIP 33404,HIP 33404,,,1,0,0,0,0,06h56m51.12s,104.213011,-21d08m29.3s,-21.14147,29.87,28.7,-9.82,12.7,,,,,0.01,,6179,,0.27,,,,,,,,
HIP 33428,HIP 33428,HD 266611,GJ 254,1,0,0,0,0,06h57m04.63s,104.269297,+30d45m25.3s,30.757035,18.36,0.57,-0.53,9.68,0,1.36,0.01,M0,0.09,0.08,4068,,0.54,,,,,,,,
HIP 33499 A,HIP 33499 A,,GJ 257 A,1,0,0,0,0,06h57m47.50s,104.447925,-44d17m27.9s,-44.291097,8.01,0.16,-0.16,10.85,0.01,1.69,0.01,M4+...,0.02,0.1,3367,,0.35,,,,,,,,
HIP 33537,HIP 33537,HD 51419,,1,0,0,0,0,06h58m11.72s,104.548832,+22d28m32.3s,22.475648,24.63,0.25,-0.24,6.92,0.01,0.65,0.01,G5V,0.94,0.05,5637,,0.86,,4.4,,12.44,,-0.4,,[Fe/H]
HIP 33560 A,HIP 33560 A,HD 51849,GJ 256,1,0,0,0,0,06h58m26.02s,104.608406,-12d59m29.3s,-12.991469,21.7,0.67,-0.63,9.14,0.01,1.16,0.01,K4V,0.17,0.07,4381,,0.63,,,,,,,,
HIP 33690,HIP 33690,HD 53143,GJ 260,1,0,0,0,0,06h59m59.85s,104.999383,-61d20m12.6s,-61.336825,18.33,0.19,-0.18,6.8,0.01,0.81,0.01,K1V,0.62,0.04,5326,,0.89,,4.4,,,,,,
HD 52265,HIP 33719,HD 52265,,1,0,0,1,1,07h00m18.10s,105.075434,-05d22m02.5s,-5.367357,28.96,0.29,-0.29,6.28,0.02,0.57,0,G0V,2.25,0.05,6076,,1.17,,4.31,,3.76,,0.19,,[Fe/H]
HIP 33805,HIP 33805,,,1,0,0,0,0,07h01m06.38s,105.276597,+59d49m59.7s,59.833253,23.32,1.23,-1.11,10.93,0.01,1.48,0.02,M0,0.05,0.13,3958,,0.47,,,,,,,,
HIP 33817,HIP 33817,HD 52698,GJ 259,1,0,0,0,0,07h01m13.61s,105.306693,-25d56m55.7s,-25.948816,14.65,0.15,-0.15,6.69,0.01,0.89,0.01,K1V,0.47,0.04,5153,,0.82,,,,,,,,
HIP 33848,HIP 33848,HD 52456,,1,0,0,0,0,07h01m35.58s,105.398255,+06d55m36.4s,6.926774,28.32,0.58,-0.56,8.14,0.02,0.88,0.02,K2V,0.45,0.08,5109,,0.82,,4.54,,7.9,,0.01,,[Fe/H]
HIP 33852,HIP 33852,HD 51866,GJ 257.1,1,0,0,0,0,07h01m38.11s,105.408786,+48d22m47.0s,48.37972,20.08,0.41,-0.39,7.98,0.02,0.99,0,K3V,0.3,0.07,4875,,0.74,,,,,,,,
HIP 33955,HIP 33955,HD 52919,GJ 1094,1,0,0,0,0,07h02m43.04s,105.679315,-06d47m54.5s,-6.798464,18.44,0.38,-0.36,8.38,0.01,1.08,0.01,K4V,0.2,0.05,4636,,0.66,,,,,,,,
HIP 34017,HIP 34017,HD 52711,GJ 262,1,0,0,0,0,07h03m30.35s,105.876477,+29d20m20.7s,29.339093,19.13,0.19,-0.19,5.94,0.02,0.6,0.01,G4V,1.37,0.06,5889,,1.03,,4.4,,5.16,,-0.1,,[Fe/H]
HIP 34052,HIP 34052,HD 53680,GJ 264,1,0,0,0,0,07h03m50.30s,105.959569,-43d33m44.3s,-43.562293,17.42,0.36,-0.34,8.69,0.01,1.2,0.01,K5V,0.17,0.06,4369,,0.63,,,,,,,,
HIP 34065,HIP 34065,HD 53705,GJ 264.1 A,1,0,1,0,0,07h03m57.40s,105.989168,-43d36m32.3s,-43.608984,16.52,0.34,-0.32,5.56,0.01,0.62,0.01,G3V,1.45,0.07,5827,,0.98,,4.34,,8.56,,-0.21,,[Fe/H]
HIP 34069,HIP 34069,HD 53706,GJ 264.1 B,1,0,0,0,0,07h03m59.00s,105.995851,-43d36m44.2s,-43.612283,20.84,5.54,-3.62,6.85,0.01,0.78,0.01,K0V,0.93,0.51,5272,,0.98,,4.55,,,,,,
HIP 34104,HIP 34104,,GJ 263,1,0,0,0,0,07h04m17.78s,106.074082,-10d30m24.6s,-10.506827,16.02,0.84,-0.76,11.3,0.01,1.52,0.01,M5,0.05,0.15,3462,,0.46,,,,,,,,
HIP 34115,HIP 34115,,GJ 258,1,0,0,0,0,07h04m25.40s,106.105816,+68d17m19.2s,68.28867,14.93,0.62,-0.57,11.95,0.01,1.53,0.02,M5,0.02,0.14,3396,,0.37,,,,,,,,
HIP 34222,HIP 34222,,GJ 265 A,1,0,0,0,0,07h05m42.28s,106.426149,+27d28m15.8s,27.471064,23.87,1.26,-1.14,10.14,0,1.34,0.01,M0V,0.1,0.12,4095,,0.55,,,,,,,,
HIP 34341,HIP 34341,,GJ 266,1,0,0,0,0,07h07m09.30s,106.788755,+03d26m53.1s,3.448082,26.25,1.09,-1.01,9.84,0,1.27,0.01,M0V,0.14,0.1,4221,,0.61,,,,,,,,
HIP 34361,HIP 34361,,GJ 2055,1,0,0,0,0,07h07m22.80s,106.844995,-21d27m25.5s,-21.457074,17.3,0.72,-0.67,11.08,0.01,1.44,0.01,M2V:,0.04,0.14,3558,,0.44,,,,,,,,
HIP 34392,HIP 34392,,GJ 3425,1,0,0,0,0,07h07m50.87s,106.961957,+67d12m05.1s,67.201417,17.61,0.73,-0.68,11.17,0.01,1.5,0.02,M2,0.04,0.13,3643,,0.43,,,,,,,,
HIP 34414,HIP 34414,HD 53927,GJ 3428,1,0,0,0,0,07h08m04.34s,107.018101,+29d50m06.8s,29.83521,22.26,0.45,-0.44,8.34,0.02,0.91,0.01,G5,0.26,0.08,4968,,0.71,,4.64,,,,,,
HIP 34423,HIP 34423,HD 54359,GJ 267,1,0,0,0,0,07h08m09.43s,107.039272,-09d58m07.6s,-9.968771,28.43,1.18,-1.09,8.85,0.01,0.95,0.01,K2V,0.27,0.09,4888,,0.71,,,,,,,,
HIP 34567,HIP 34567,HD 54371,,1,0,0,0,0,07h09m35.47s,107.39779,+25d43m44.7s,25.729074,25.17,0.25,-0.25,7.06,0.01,0.73,0.01,G8V,0.88,0.05,5528,,0.97,,4.34,,,,,,
HIP 34603,HIP 34603,,GJ 268,1,0,0,0,0,07h10m02.16s,107.509005,+38d31m54.4s,38.531765,6.12,0.06,-0.06,11.67,0.4,1.09,0.4,M4.5V,0.01,0.58,3049,,0.32,,,,,,,,
HIP 34673,HIP 34673,,GJ 3433,1,0,0,0,0,07h10m49.86s,107.707765,-14d26m01.6s,-14.433773,24.64,0.76,-0.72,9.96,0,1.31,0.01,,0.12,0.08,4114,,0.58,,,,,,,,
HIP 34712,HIP 34712,,,1,0,0,0,0,07h11m19.58s,107.831573,-67d07m16.1s,-67.121146,26.26,1.09,-1.01,11.16,0.01,1.44,0.02,M:,0.06,0.1,3851,,0.49,,,,,,,,
HIP 34739,HIP 34739,HD 55720,,1,0,0,0,0,07h11m31.67s,107.881974,-49d25m34.3s,-49.426192,27.65,0.28,-0.27,7.5,0.02,0.71,0,G8V,0.73,0.05,5486,,0.86,,4.47,,11.68,,-0.3,,[Fe/H]
HIP 34785,HIP 34785,,GJ 2056,1,0,0,0,0,07h12m04.88s,108.020344,-24d53m31.5s,-24.892071,26.69,1.4,-1.27,10.37,0.01,1.33,0.01,M0V:,0.11,0.12,4017,,0.57,,,,,,,,
HIP 34796,HIP 34796,,GJ 3432,1,0,0,0,0,07h12m11.51s,108.047943,+52d16m26.8s,52.274117,26.87,2.02,-1.76,11.25,0.01,1.47,0.02,,0.07,0.19,3713,,0.51,,,,,,,,
HIP 34834,HIP 34834,HD 55892,GJ 268.1,1,1,0,0,0,07h12m33.74s,108.140587,-46d45m34.4s,-46.759564,21.43,,,4.49,0.01,0.32,0.01,F0IV,6.05,0.05,6907,,1.59,,3.78,,,,,,
HIP 34890,HIP 34890,HD 56533,GJ 268.2,1,0,0,0,0,07h13m07.44s,108.280982,-63d20m46.9s,-63.346348,19.48,0.4,-0.38,9.08,0.01,1.27,0.01,K5V,0.15,0.06,4279,,0.62,,,,,,,,
HIP 34950,HIP 34950,HD 55458,,1,0,0,0,0,07h13m53.37s,108.472387,+25d00m41.7s,25.011592,24.65,0.5,-0.48,8.4,0.01,0.83,0.02,K1V,0.29,0.06,5131,,0.73,,4.65,,,,,,
HIP 35136,HIP 35136,HD 55575,GJ 1095,1,0,0,0,0,07h15m50.11s,108.958805,+47d14m25.5s,47.240416,16.89,0.17,-0.17,5.54,0.02,0.58,0,G0V,1.54,0.06,5866,,1.12,,4.23,,,,,,
HIP 35191,HIP 35191,,GJ 268.3,1,0,0,0,0,07h16m19.80s,109.082507,+27d08m34.7s,27.142974,12.04,0.37,-0.35,10.83,0.02,1.52,0.03,,0.03,0.13,3411,,0.42,,,,,,,,
HIP 35265,HIP 35265,HD 56124,,1,0,0,0,0,07h17m09.57s,109.289888,+33d05m32.9s,33.092475,27.09,0.27,-0.27,6.92,0.02,0.63,0,G0,1.12,0.06,5848,,1.03,,4.45,,3.36,,0.01,,[Fe/H]
HIP 35296 A,HIP 35296 A,HD 57095,GJ 269 A,1,0,0,0,0,07h17m29.58s,109.373239,-46d58m50.4s,-46.980664,14.59,0.15,-0.14,6.7,0,0.98,0.01,K3V,0.52,0.03,4852,,0.85,,,,,,,,
HIP 35350,HIP 35350,HD 56537,GJ 9231 A,0,1,0,0,0,07h18m05.58s,109.523247,+16d32m25.4s,16.540382,28.91,0.76,-0.8,3.58,,0.12,,A2,,,,,,,,,,,,,
HIP 35353,HIP 35353,,GJ 3438,1,0,0,0,0,07h18m08.34s,109.534761,+39d16m30.3s,39.275092,14.49,0.45,-0.42,10.3,0.01,1.51,0.02,M1,0.05,0.12,3752,,0.46,,,,,,,,
HIP 35495,HIP 35495,,GJ 270,1,0,0,0,0,07h19m30.99s,109.879108,+32d49m51.4s,32.830931,19.39,0.81,-0.75,10.05,0.14,1.42,0.01,M2:,0.09,0.27,3898,,0.54,,,,,,,,
HIP 35550,HIP 35550,HD 56986,GJ 271 A,1,1,0,0,0,07h20m07.39s,110.030789,+21d58m56.4s,21.982339,18.54,0.19,-0.18,3.5,0.01,0.37,0.02,F0IV...,11.38,0.06,6906,,1.87,,3.68,,,,,,
HIP 35628,HIP 35628,HD 56168,,1,0,0,0,0,07h21m06.84s,110.278499,+67d39m42.0s,67.661664,25.03,0.77,-0.73,8.38,0.02,0.9,0.02,K0,0.3,0.08,5086,,0.73,,,,,,,,
HIP 35821,HIP 35821,,GJ 272,1,0,0,0,0,07h23m15.00s,110.812486,+46d05m16.8s,46.087991,16.41,0.51,-0.48,10.56,0.01,1.44,0.01,M2,0.05,0.12,3663,,0.47,,,,,,,,
HIP 35872,HIP 35872,HD 57901,GJ 2057,1,0,0,0,0,07h23m47.02s,110.945899,+12d57m56.7s,12.965752,23.97,0.49,-0.47,8.19,0.02,0.96,0.01,G5,0.35,0.08,4824,,0.76,,4.47,,,,,,
HIP 35937,HIP 35937,,,1,0,0,0,0,07h24m30.49s,111.127035,-80d11m07.9s,-80.185521,29.82,0.92,-0.87,10.12,0.01,1.27,0.02,M...,0.15,0.08,4195,,0.61,,,,,,,,
HIP 35943,HIP 35943,,GJ 2058,1,0,0,0,0,07h24m34.28s,111.142849,-17d53m31.6s,-17.892109,24.41,1.02,-0.94,10.34,0,1.37,0.01,M0V:,0.09,0.09,4007,,0.55,,,,,,,,
HIP 36046,HIP 36046,HD 58207,,0,1,0,0,0,07h25m43.60s,111.431648,+27d47m53.1s,27.79808,38.61,1.31,-1.41,3.79,,1.04,,K0,,,,,,,,,,,,,
HIP 36121,HIP 36121,HD 58760,,1,0,0,0,0,07h26m26.53s,111.61056,-15d46m12.3s,-15.770092,24.83,1.03,-0.95,9.26,0.04,1.16,0.02,K4V,0.18,0.13,4464,,0.65,,,,,,,,
HIP 36160,HIP 36160,HD 59100,,1,0,0,0,0,07h26m57.85s,111.741046,-34d18m56.7s,-34.315749,29.91,7.48,-4.99,8.17,0,0.63,0.01,G5V,0.44,0.48,5761,,0.81,,4.6,,,,,,
GJ 273,HIP 36208,,GJ 273,1,0,0,0,2,07h27m24.16s,111.850685,+05d14m05.2s,5.234764,3.76,,,9.87,0.01,1.57,0.01,M3.5V,0.01,0.09,3283,,0.32,,,,,,,,
HIP 36210,HIP 36210,HD 59468,GJ 275,1,0,0,0,0,07h27m25.73s,111.857222,-51d24m09.3s,-51.402595,22.68,0.23,-0.22,6.71,0.01,0.71,0.01,G5V,0.99,0.04,5585,,0.91,,4.4,,11.84,,0.02,,[Fe/H]
HIP 36215,HIP 36215,,GJ 3441,1,0,0,0,0,07h27m28.78s,111.869902,+22d02m39.2s,22.044221,19.35,1.24,-1.1,11.2,0.01,1.51,0.01,M2,0.05,0.17,3561,,0.45,,,,,,,,
HIP 36249,HIP 36249,HD 58781,,1,0,0,0,0,07h27m50.71s,111.961287,+19d02m41.9s,19.044964,28.27,0.58,-0.55,7.24,0.02,0.72,0.02,G5,0.95,0.07,5604,,0.94,,4.39,,10.56,,0.1,,[Fe/H]
HIP 36285,HIP 36285,HD 58595,,1,0,0,0,0,07h28m10.52s,112.043841,+40d39m24.0s,40.656672,28.35,0.88,-0.83,7.39,0.02,0.7,0.02,G5,0.87,0.1,5429,,0.96,,,,,,,,
HIP 36338,HIP 36338,,GJ 1097,1,0,0,0,0,07h28m45.18s,112.18826,-03d17m46.4s,-3.296227,12.29,0.38,-0.36,11.46,0.01,1.57,0.01,,0.02,0.12,3362,,0.38,,,,,,,,
HIP 36349 A,HIP 36349 A,,GJ 2060,1,0,0,0,0,07h28m51.46s,112.214414,-30d14m47.4s,-30.246498,15.69,0.49,-0.46,9.92,0.01,1.46,0.01,M1V:e...,0.09,0.15,3543,,0.54,,,,,,,,
HIP 36357,HIP 36357,,GJ 273.1,1,0,0,0,0,07h29m01.66s,112.256918,+31d59m36.3s,31.993415,17.66,0.36,-0.35,7.73,0.01,0.92,0.02,K2V,0.28,0.05,4855,,0.72,,4.62,,,,,,
HIP 36366,HIP 36366,HD 58946,GJ 274 A,1,1,0,0,0,07h29m06.61s,112.277541,+31d47m02.7s,31.784079,18.05,,,4.16,0.02,0.32,0.01,F0V...,5.84,0.06,7035,,1.57,,4.06,,,,,,
HIP 36399,HIP 36399,HD 59380,GJ 3443,1,0,0,0,0,07h29m25.61s,112.356708,-07d33m05.3s,-7.551474,27.24,2.05,-1.78,5.86,0.01,0.49,0.01,F6V,2.89,0.15,6365,,1.31,,4.13,,,,,,
HIP 36439,HIP 36439,HD 58855,GJ 9234,1,0,0,0,0,07h29m55.86s,112.482736,+49d40m21.6s,49.672662,20.24,0.2,-0.2,5.36,0.02,0.45,0.02,F6V,2.51,0.11,6457,,1.27,,,,,,,,
HIP 36515,HIP 36515,HD 59967,GJ 3446,1,0,0,0,0,07h30m42.58s,112.677398,-37d20m22.2s,-37.339492,21.82,0.22,-0.22,6.64,0.01,0.64,0.01,G3V,0.94,0.04,5768,,0.98,,4.49,,,,,,
HIP 36551,HIP 36551,HD 59582,GJ 276,1,0,0,0,0,07h31m07.67s,112.781941,+14d36m53.5s,14.614849,20.81,0.42,-0.41,8.95,0.04,1.11,0,K5,0.17,0.1,4479,,0.64,,,,,,,,
HIP 36626,HIP 36626,,GJ 277 A,1,0,0,0,0,07h31m57.88s,112.991177,+36d13m11.7s,36.219915,11.87,0.49,-0.46,10.52,0,1.44,0.01,M3.5Ve,0.04,0.13,3432,,0.45,,,,,,,,
HIP 36627,HIP 36627,,GJ 277 B,1,0,0,0,0,07h31m57.51s,112.989645,+36d13m49.6s,36.230455,11.98,0.63,-0.57,11.82,0.01,1.57,0.02,M4,0.02,0.15,3255,,0.37,,,,,,,,
HIP 36635,HIP 36635,,GJ 275.1,1,0,0,0,0,07h32m02.30s,113.009566,+68d37m16.6s,68.621274,25.16,1.61,-1.42,10.84,0.07,1.49,0.1,M0,0.09,0.22,3725,,0.54,,,,,,,,
HIP 36640,HIP 36640,HD 59984,GJ 3449 A,1,0,0,0,0,07h32m05.82s,113.024238,-08d52m51.3s,-8.880919,27.92,0.57,-0.55,5.9,0.01,0.54,0.02,G5/8V+(F),3.02,0.05,5998,,1.33,,4.08,,,,,,
HIP 36704,HIP 36704,HD 59747,,1,0,0,0,0,07h33m00.62s,113.25257,+37d01m47.4s,37.029823,19.76,0.4,-0.39,7.7,0.03,0.88,0.03,G5,0.34,0.07,5177,,0.85,,4.61,,6.2,,0.06,,[Fe/H]
HD 60532,HIP 36795,HD 60532,GJ 279,1,1,0,1,2,07h34m03.21s,113.513358,-22d17m46.3s,-22.296181,25.3,0.26,-0.25,4.44,0.01,0.52,0.01,F6V,9.3,0.1,6262,,1.77,,3.83,,,,,,
HIP 36827,HIP 36827,HD 60491,,1,0,0,0,0,07h34m26.21s,113.609229,-06d53m47.7s,-6.896573,24.55,0.5,-0.48,8.14,0.01,0.88,0.01,K1V,0.35,0.07,5091,,0.79,,4.6,,1.12,,-0.17,,[Fe/H]
HIP 36832,HIP 36832,HD 61033,,1,0,0,0,0,07h34m28.07s,113.616947,-52d58m07.8s,-52.968839,28.93,0.29,-0.29,7.59,0,0.72,0,G5/6V,0.77,0.04,5471,,0.94,,4.42,,,,,,
HIP 36834,HIP 36834,,GJ 277.1,1,0,0,0,0,07h34m28.07s,113.616951,+62d56m30.3s,62.941756,11.47,0.35,-0.33,10.39,0.21,0.94,0.02,M0,0.03,0.34,3806,,0.39,,,,,,,,
HIP 36850 A,HIP 36850 A,HD 60179,GJ 278 A,1,1,1,0,0,07h34m36.00s,113.650019,+31d53m19.1s,31.888636,15.6,1,-0.88,1.58,0,0.03,0,A2Vm,53.93,0.17,8932,,2.78,,,,,,,,
HIP 36853,HIP 36853,,GJ 3453,1,0,0,1,0,07h34m39.00s,113.662505,+22d20m16.3s,22.337864,26.75,2.65,-2.21,11.53,0.01,1.5,0.01,,0.06,0.24,3689,,0.48,,,,,,,,
HIP 36915,HIP 36915,,GJ 3452,1,0,0,0,0,07h35m21.99s,113.841641,+54d50m58.9s,54.849681,12.8,0.4,-0.37,11.36,0.39,1.59,0.08,M0,0.02,0.6,3515,,0.37,,,,,,,,
HIP 36927,HIP 36927,HD 61214,,1,0,0,0,0,07h35m26.95s,113.862274,-52d26m35.4s,-52.443165,25.27,0.52,-0.5,8.81,0.03,1.05,0,K3V,0.25,0.08,4704,,0.7,,,,,,,,
HIP 36985,HIP 36985,,,1,0,0,0,0,07h36m07.06s,114.029402,-03d06m36.6s,-3.110163,14.17,0.29,-0.28,9.87,0,1.46,0.01,,0.07,0.11,3749,,0.5,,,,,,,,
HIP 37061,HIP 37061,HD 60272,,1,0,0,0,0,07h36m58.11s,114.242144,+57d33m00.4s,57.550102,28.07,0.57,-0.55,7.96,0.02,0.81,0.02,G9V,0.51,0.07,5349,,0.84,,,,,,,,
HIP 37103,HIP 37103,,,1,0,0,0,0,07h37m26.51s,114.360474,+38d52m28.1s,38.874465,29.74,44.61,-11.15,10.6,0.22,0.86,0.22,,0.05,2.24,5200,,0.47,,,,,,,,
HIP 37217,HIP 37217,,GJ 3459,1,0,0,0,0,07h38m40.67s,114.669478,-21d13m24.3s,-21.223424,10.6,0.44,-0.41,11.68,0,1.59,0.01,M2,0.01,0.12,3422,,0.32,,,,,,,,
HIP 37279,HIP 37279,HD 61421,GJ 280 A,1,1,1,0,0,07h39m18.54s,114.827242,+05d13m39.0s,5.227508,3.51,,,0.4,0.01,0.43,0.02,F5IV-V,7.12,0.04,6543,,1.49,,4.06,,1.85,,0,,[Fe/H]
HIP 37288,HIP 37288,,GJ 281,1,0,0,0,0,07h39m23.12s,114.846354,+02d11m03.3s,2.184262,14.58,0.3,-0.29,9.59,0.01,1.47,0.01,M0,0.08,0.07,3832,,0.52,,,,,,,,
HIP 37349,HIP 37349,HD 61606,GJ 282 A,1,0,0,0,0,07h39m59.29s,114.997031,-03d35m48.6s,-3.596832,14.21,0.14,-0.14,7.17,0.01,0.97,0.01,K0/2V,0.31,0.04,4964,,0.81,,4.61,,5.7,,0.07,,[Fe/H]
HIP 37494,HIP 37494,,GJ 3460,1,0,0,0,0,07h41m45.19s,115.438276,+49d13m19.9s,49.222182,26.96,1.12,-1.04,9.73,0.01,1.19,0.02,K4,0.15,0.1,4382,,0.62,,,,,,,,
HIP 37606,HIP 37606,HD 62644,GJ 284,1,0,0,0,0,07h42m57.16s,115.738171,-45d10m18.4s,-45.171773,24.67,0.25,-0.24,5.04,0.02,0.76,0.02,G6IV,5.7,0.07,5343,,1.56,,3.74,,,,,,
HIP 37727,HIP 37727,HD 63008 B,,1,0,0,0,0,07h44m16.58s,116.069076,-50d28m01.1s,-50.466962,29.95,0.61,-0.59,7.51,0.02,0.7,0.02,G0,0.81,0.06,5732,,0.95,,,,,,,,
HIP 37766,HIP 37766,,GJ 285,1,0,0,0,0,07h44m40.38s,116.168233,+03d33m12.8s,3.553549,5.98,0.06,-0.06,11.23,0.01,1.61,0.01,M4.0V,0.01,0.09,3129,,0.33,,,,,,,,
HIP 37798,HIP 37798,,GJ 287,1,0,0,0,0,07h45m01.14s,116.254761,+02d08m16.4s,2.137879,27.66,1.77,-1.57,10.19,0,1.35,0.01,M0,0.13,0.13,4054,,0.6,,,,,,,,
HD 62509,HIP 37826,HD 62509,GJ 286,1,1,1,1,1,07h45m19.36s,116.330683,+28d01m34.7s,28.02631,10.36,,,1.16,0,0.99,0.01,K0IIIvar,40.95,0.05,4850,,2.59,,2.52,,,,,,
HIP 37853,HIP 37853,HD 63077,GJ 288 A,1,0,1,0,0,07h45m35.18s,116.396575,-34d10m35.6s,-34.176551,15.21,0.15,-0.15,5.36,0.01,0.59,0.01,G0V,1.51,0.06,6002,,1.11,,4.87,,,,,,
HIP 37923,HIP 37923,HD 63608,,1,0,0,0,0,07h46m17.02s,116.570924,-59d48m35.5s,-59.809872,29.85,3.69,-2.96,8.23,0.02,0.83,0.02,K0IV/V,0.44,0.27,5250,,0.81,,4.56,,,,,,
HIP 37978,HIP 37978,,GJ 1100,1,0,0,0,0,07h47m03.02s,116.762571,-13d56m14.8s,-13.937443,28.93,2.52,-2.14,11.5,0.02,1.38,0.03,M1,0.06,0.21,3841,,0.48,,,,,,,,
HIP 38018,HIP 38018,HD 61994,GJ 285.1,1,0,0,0,0,07h47m30.74s,116.87809,+70d12m25.3s,70.207035,26.7,1.41,-1.27,7.08,0.02,0.7,0.02,G0,1,0.13,5528,,1,,,,,,,,
HIP 38048 A,HIP 38048 A,HD 63336,,1,0,0,0,0,07h47m56.78s,116.986592,-12d11m34.4s,-12.192893,28.6,0.29,-0.28,5.48,0,0.48,0,F5+...,4.5,0.11,6404,,1.47,,4,,,,,,
HIP 38082,HIP 38082,,GJ 289,1,0,0,0,0,07h48m15.48s,117.064513,+20d22m13.9s,20.370537,14.77,0.62,-0.57,11.42,0.01,1.54,0.01,M2,0.02,0.13,3681,,0.36,,,,,,,,
HIP 38117,HIP 38117,HD 233453,,1,0,0,0,0,07h48m39.69s,117.165356,+53d38m59.5s,53.649857,26.67,1.4,-1.27,8.86,0.01,1.07,0.01,K4V,0.27,0.15,4657,,0.71,,,,,,,,
HIP 38228,HIP 38228,HD 63433,,1,0,0,0,0,07h49m55.07s,117.479447,+27d21m47.6s,27.36321,22,0.22,-0.22,6.9,0,0.68,0,G5IV,0.78,0.03,5742,,1,,4.53,,3.3,,0.07,,[Fe/H]
HIP 38325,HIP 38325,HD 63332,,1,0,0,0,0,07h51m05.75s,117.773961,+54d07m44.8s,54.129111,29.6,0.3,-0.29,6.02,0.02,0.47,0.02,F6V,2.93,0.05,6367,,1.32,,,,,,,,
HIP 38382 A,HIP 38382 A,HD 64096,GJ 291 A,1,0,1,0,0,07h51m46.34s,117.943099,-13d53m49.9s,-13.897191,16.5,0.17,-0.16,5.16,0,0.6,0.01,G2V,2.11,0.06,5826,,1.21,,4.24,,,,,,
HIP 38423 A,HIP 38423 A,HD 64379,GJ 292 A,1,0,0,0,0,07h52m15.80s,118.065846,-34d42m21.7s,-34.706021,17.94,0.18,-0.18,5.07,0.02,0.43,0.02,F3/5V,2.63,0.06,6554,,1.28,,4.05,,,,,,
HIP 38541,HIP 38541,HD 64090,GJ 292 A,1,0,0,0,0,07h53m32.64s,118.386009,+30d36m34.3s,30.609529,29.15,0.9,-0.85,8.28,0.02,0.62,0.01,sdG2,0.39,0.09,5516,,0.79,,4.6,,,,,,
HIP 38594,HIP 38594,,,1,0,0,0,0,07h54m11.08s,118.546153,-25d18m13.2s,-25.303662,19.41,0.6,-0.57,9.72,0.01,1.39,0.01,M,0.11,0.08,3954,,0.57,,,,,,,,
HIP 38625 A,HIP 38625 A,HD 64606,GJ 292.2,1,0,0,0,0,07h54m34.33s,118.643024,-01d24m43.6s,-1.412107,20.09,0.84,-0.77,7.43,0.01,0.73,0.01,K0V,0.44,0.1,5343,,0.81,,4.59,,,,,,
HIP 38657,HIP 38657,HD 64468,GJ 292.1,1,0,0,1,0,07h54m54.01s,118.72504,+19d14m14.8s,19.237445,20.69,0.42,-0.41,7.76,0.02,0.95,0,K2,0.38,0.07,4936,,0.81,,4.56,,7.5,,0.07,,[Fe/H]
HIP 38784,HIP 38784,HD 62613,GJ 290,1,0,0,0,0,07h56m18.87s,119.078631,+80d15m55.2s,80.265325,17.19,0.17,-0.17,6.55,0,0.72,0.01,G8V,0.66,0.03,5585,,0.9,,,,,,,,
HIP 38908,HIP 38908,HD 65907,GJ 294 A,1,0,1,0,0,07h57m46.30s,119.442936,-60d18m12.1s,-60.303361,16.2,,,5.58,0.02,0.57,0.01,G0V,1.36,0.06,5949,,1.06,,4.43,,3.2,,-0.34,,[Fe/H]
HIP 38910,HIP 38910,,GJ 1106,1,0,0,0,0,07h57m48.40s,119.451663,-33d57m10.5s,-33.952926,18.5,0.57,-0.54,8.82,0.01,1.16,0.01,K5V,0.16,0.09,4374,,0.62,,,,,,,,
HIP 38931,HIP 38931,HD 65277,GJ 293.1 A,1,0,0,0,0,07h57m57.88s,119.491156,-00d48m51.9s,-0.814425,17.81,0.36,-0.35,8.05,0.01,1.04,0.01,K4V,0.24,0.07,4741,,0.72,,4.64,,4.2,,-0.16,,[Fe/H]
